00:06:26.932 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Server healthy check fail, currentConnection = 1744127870271_218.17.207.115_39831
08:55:24.835 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:55:27.832 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1174 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:55:27.846 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1174 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:55:32.841 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:55:32.856 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:55:35.847 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1175 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:55:35.867 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1175 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:55:40.852 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:55:40.869 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:55:43.865 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1176 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:55:43.880 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1176 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:55:48.866 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:55:48.891 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:55:51.876 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1177 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:55:51.901 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1177 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:55:56.878 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:55:56.906 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:55:59.882 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1178 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:55:59.912 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1178 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:04.891 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:04.922 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:07.904 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1179 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:07.935 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1179 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:12.913 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:12.944 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:15.922 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1180 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:15.951 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1180 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:20.924 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:20.958 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:23.929 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1181 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:23.969 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1181 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:28.939 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:28.978 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:31.944 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1182 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:31.990 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1182 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:36.954 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:36.998 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:39.958 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1183 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:40.011 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1183 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:44.966 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:45.021 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:47.972 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1184 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:48.034 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1184 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:52.980 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:53.040 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:56:55.988 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Fail to connect server, after trying 1185 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:56:56.044 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Fail to connect server, after trying 1185 times, last try server is {serverIp = '114.132.235.199', server main port = 8848}, error = unknown
08:57:21.227 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:57:21.275 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
08:57:21.370 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Success to connect a server [114.132.235.199:8848], connectionId = 1744160241283_218.17.207.115_40120
08:57:21.370 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Abandon prev connection, server is 114.132.235.199:8848, connectionId is 1744128474795_218.17.207.115_56068
08:57:21.370 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [closeConnection,584] - Close current connection 1744128474795_218.17.207.115_56068
08:57:21.370 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Notify disconnected event to listeners
08:57:21.370 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onDisConnect,646] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] DisConnected,clear listen context...
08:57:21.370 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Notify connected event to listeners.
08:57:21.370 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,639] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Connected,notify listen context...
08:57:21.379 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [24286520-52e7-4f73-8e16-2c81be0074f9_config-0] Server check success, currentServer is 114.132.235.199:8848 
08:57:21.415 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Success to connect a server [114.132.235.199:8848], connectionId = 1744160241331_218.17.207.115_40122
08:57:21.415 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Abandon prev connection, server is 114.132.235.199:8848, connectionId is 1744128474387_218.17.207.115_56060
08:57:21.415 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [closeConnection,584] - Close current connection 1744128474387_218.17.207.115_56060
08:57:21.415 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Notify disconnected event to listeners
08:57:21.415 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [df293046-4723-4255-b2ac-3dc4d0b90e09] Notify connected event to listeners.
08:57:21.415 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.client.naming - [onConnected,78] - Grpc connection connect
08:57:21.870 [com.alibaba.nacos.client.naming.grpc.redo.0] INFO  c.a.n.client.naming - [redoForInstance,73] - Redo instance operation REGISTER for DEFAULT_GROUP@@oj-system
09:23:31.555 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,95] - De-registering from Nacos Server now...
09:23:31.555 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [deregisterService,217] - [DEREGISTER-SERVICE] ff584b75-4fce-4648-a046-34fd21013463 deregistering service oj-system with instance: Instance{instanceId='null', ip='192.168.3.187', port=9092, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={}}
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,115] - De-registration finished.
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,256] - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown begin
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,136] - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown begin
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,138] - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown stop
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,258] - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown stop
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,204] - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown begin
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,143] - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown begin
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,145] - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown stop
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,194] - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown begin
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,199] - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown stop
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,484] - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown begin
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,486] - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown stop
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,429] - Shutdown rpc client, set status to shutdown
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,431] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@1f292d39[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
09:23:31.566 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [closeConnection,584] - Close current connection 1744160241331_218.17.207.115_40122
09:23:31.567 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,159] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@54bb7e87[Running, pool size = 5, active threads = 1, queued tasks = 0, completed tasks = 4507]
09:23:31.567 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,318] - Shutdown grpc redo service executor java.util.concurrent.ScheduledThreadPoolExecutor@582c3f03[Running, pool size = 1, active threads = 0, queued tasks = 1, completed tasks = 3754]
09:23:31.567 [SpringApplicationShutdownHook] INFO  c.a.n.c.a.r.i.CredentialWatcher - [stop,106] - [null] CredentialWatcher is stopped
09:23:31.567 [SpringApplicationShutdownHook] INFO  c.a.n.c.a.r.i.CredentialService - [free,100] - [null] CredentialService is freed
09:23:31.567 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,211] - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown stop
09:49:37.445 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 8.0.0.Final
09:49:37.553 [main] INFO  c.a.n.c.u.ParamUtil - [<clinit>,87] - [settings] [req-serv] nacos-server port:8848
09:49:37.554 [main] INFO  c.a.n.c.u.ParamUtil - [<clinit>,98] - [settings] [http-client] connect timeout:1000
09:49:37.554 [main] INFO  c.a.n.c.u.ParamUtil - [<clinit>,105] - PER_TASK_CONFIG_SIZE: 3000.0
09:49:37.568 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [init,56] - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
09:49:37.568 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [init,56] - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
09:49:37.587 [main] INFO  c.a.n.c.a.r.i.CredentialWatcher - [loadCredential,165] - null No credential found
09:49:37.629 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,63] - LOCAL_SNAPSHOT_PATH:/Users/lujingxiang/nacos/config
09:49:37.631 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,108] - [RpcClientFactory] create a new rpc client of 58852ff3-4f23-4e76-ba88-7a96ae5288ca_config-0
09:49:37.638 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [58852ff3-4f23-4e76-ba88-7a96ae5288ca_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$564/0x000000b001369fc0
09:49:37.639 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [58852ff3-4f23-4e76-ba88-7a96ae5288ca_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$565/0x000000b00136a3f0
09:49:37.639 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [58852ff3-4f23-4e76-ba88-7a96ae5288ca_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
09:49:37.639 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [58852ff3-4f23-4e76-ba88-7a96ae5288ca_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
09:49:37.642 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [58852ff3-4f23-4e76-ba88-7a96ae5288ca_config-0] Try to connect to server on start up, server: {serverIp = '114.132.235.199', server main port = 8848}
09:49:37.656 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:114.132.235.199 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
09:49:38.019 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [58852ff3-4f23-4e76-ba88-7a96ae5288ca_config-0] Success to connect to server [114.132.235.199:8848] on start up, connectionId = 1744163377911_218.17.207.115_4784
09:49:38.019 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [58852ff3-4f23-4e76-ba88-7a96ae5288ca_config-0] Notify connected event to listeners.
09:49:38.020 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [58852ff3-4f23-4e76-ba88-7a96ae5288ca_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
09:49:38.020 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,639] - [58852ff3-4f23-4e76-ba88-7a96ae5288ca_config-0] Connected,notify listen context...
09:49:38.020 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [58852ff3-4f23-4e76-ba88-7a96ae5288ca_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$582/0x000000b0014ae888
09:49:38.043 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,62] - limitTime:5.0
09:49:38.086 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,54] - isMultiInstance:false
09:49:38.090 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - [initialize,108] - Located property source: [BootstrapPropertySource {name='bootstrapProperties-oj-gateway-local.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oj-gateway.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oj-gateway,DEFAULT_GROUP'}]
09:49:38.094 [main] INFO  c.e.g.OJGatewayApplication - [logStartupProfileInfo,636] - The following 1 profile is active: "local"
09:49:38.346 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - [multipleStoresDetected,294] - Multiple Spring Data modules found, entering strict repository configuration mode
09:49:38.348 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - [registerRepositoriesIn,138] - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
09:49:38.357 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - [registerRepositoriesIn,208] - Finished Spring Data repository scanning in 2 ms. Found 0 Redis repository interfaces.
09:49:38.422 [main] INFO  o.s.c.c.s.GenericScope - [setSerializationId,282] - BeanFactory id=c113853a-eb54-353d-952f-08cc3f07fc3f
09:49:38.437 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,409] - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:49:38.437 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,409] - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
